"sf1" "sf2" "sf3" "sp1" "sp2" "sp3"
"TRINITY_DN9220_c5_g54_i4" 0 0 0 4 4 4
"TRINITY_DN9220_c5_g59_i1" 0 0 2 2 4 10
"TRINITY_DN9220_c5_g64_i1" 0 0 0 18 42 56
"TRINITY_DN9220_c5_g65_i3" 0 0 0 0 0 0
"TRINITY_DN9220_c5_g65_i4" 0 0 0 10 6 2
"TRINITY_DN9220_c5_g65_i5" 0 0 0 0 0 0
"TRINITY_DN9220_c5_g66_i1" 0 0 0 0 2 4
"TRINITY_DN9220_c5_g72_i2" 6 2 10 28 28 38
"TRINITY_DN9220_c5_g75_i1" 0 0 0 0 2 0
"TRINITY_DN9220_c5_g77_i1" 0 0 0 18 18 12
"TRINITY_DN9220_c5_g84_i2" 0 0 2 34 40 20
"TRINITY_DN9220_c5_g85_i1" 0 0 0 20 8 6
"TRINITY_DN9285_c0_g2_i2" 602 496 424 182 90 70
"TRINITY_DN9229_c0_g1_i3" 6 0 10 0 0 0
"TRINITY_DN9229_c0_g3_i2" 0 0 0 0 0 0
"TRINITY_DN9229_c0_g7_i1" 0 0 0 0 0 0
"TRINITY_DN9229_c0_g8_i1" 0 0 0 0 0 0
"TRINITY_DN9271_c1_g1_i2" 4418 5002 3380 2412 1200 1178
"TRINITY_DN9260_c2_g1_i1" 11716 19468 22686 18824 13862 16996
"TRINITY_DN9214_c1_g1_i1" 14412 18368 11654 7738 4094 3828
"TRINITY_DN9282_c0_g1_i1" 1704 2708 2160 1244 738 758
"TRINITY_DN9239_c1_g1_i1" 38 26 36 50 14 12
"TRINITY_DN9239_c2_g1_i1" 6 10 8 4 6 4
"TRINITY_DN9239_c2_g3_i1" 2748 2042 2212 3738 2380 2816
"TRINITY_DN9241_c0_g1_i1" 8 36 8 10 4 10
"TRINITY_DN9241_c0_g2_i1" 320 482 416 246 154 130
"TRINITY_DN9241_c0_g2_i2" 4 8 2 6 6 2
"TRINITY_DN9241_c0_g2_i7" 4 22 18 6 6 6
"TRINITY_DN9226_c1_g1_i1" 1734 2862 1346 724 382 482
"TRINITY_DN9275_c0_g1_i1" 22 28 18 8 10 6
"TRINITY_DN9275_c0_g1_i3" 194 218 284 230 130 140
"TRINITY_DN9243_c1_g1_i1" 6828 8266 7406 5768 3858 3836
"TRINITY_DN9247_c0_g1_i1" 20 50 22 6 8 6
"TRINITY_DN9247_c0_g1_i2" 58 80 34 48 22 18
"TRINITY_DN9207_c1_g1_i2" 574 824 332 1616 914 888
"TRINITY_DN9207_c1_g2_i2" 1766 2312 1504 1052 638 666
"TRINITY_DN9297_c1_g1_i4" 20 30 22 36 16 20
"TRINITY_DN9297_c1_g1_i5" 1660 2132 1662 1508 728 724
"TRINITY_DN9295_c0_g1_i2" 548 782 700 348 120 154
"TRINITY_DN9278_c1_g1_i1" 494 920 664 80 54 28
"TRINITY_DN9278_c1_g2_i1" 14002 13166 8254 6642 4318 4192
"TRINITY_DN9273_c1_g2_i1" 2106 2222 1460 3160 2368 2710
"TRINITY_DN9273_c1_g2_i2" 1096 1238 1000 1046 586 660
"TRINITY_DN9273_c1_g3_i1" 2120 2338 1554 2602 1902 1930
"TRINITY_DN9203_c0_g1_i1" 362 252 746 152 72 84
"TRINITY_DN9256_c0_g1_i3" 20 12 8 4 2 4
"TRINITY_DN9256_c0_g1_i5" 10 10 24 8 4 4
"TRINITY_DN9284_c1_g1_i2" 30 32 28 26 16 16
"TRINITY_DN9284_c1_g1_i3" 226 314 276 214 88 102
"TRINITY_DN9276_c0_g1_i1" 8 20 10 2 2 4
"TRINITY_DN9276_c0_g1_i3" 6 28 4 4 4 10
"TRINITY_DN9296_c1_g1_i1" 2410 2812 1680 1396 644 694
"TRINITY_DN9251_c0_g1_i1" 332 596 344 212 116 118
"TRINITY_DN9216_c1_g1_i1" 4 4 12 4 0 0
"TRINITY_DN9216_c1_g1_i2" 270 320 254 148 70 98
"TRINITY_DN9253_c0_g1_i1" 76 14 92 32 16 16
"TRINITY_DN9253_c0_g1_i2" 0 0 0 0 0 0
"TRINITY_DN9253_c0_g1_i3" 12 2 18 2 2 2
"TRINITY_DN9219_c2_g1_i1" 1442 2210 1278 1096 536 628
"TRINITY_DN9231_c0_g1_i1" 1550 2224 1198 22 4 18
"TRINITY_DN9266_c0_g1_i1" 1770 2542 646 428 294 164
"TRINITY_DN9208_c1_g1_i1" 5062 7246 4600 3248 1678 1488
"TRINITY_DN9208_c2_g1_i1" 0 0 0 0 0 0
"TRINITY_DN9259_c1_g1_i1" 4380 6796 3192 2526 1514 1604
"TRINITY_DN9259_c1_g2_i1" 0 2 0 0 0 0
"TRINITY_DN9259_c1_g3_i1" 2152 2748 1590 1098 490 544
"TRINITY_DN9223_c0_g2_i3" 772 1322 946 256 172 168
"TRINITY_DN9223_c1_g1_i1" 4 16 2 0 0 4
"TRINITY_DN9201_c1_g1_i1" 1866 1798 1630 764 398 328
"TRINITY_DN9237_c0_g1_i2" 3044 3250 1706 1274 478 536
"TRINITY_DN9245_c0_g1_i1" 400 168 536 250 132 126
"TRINITY_DN9245_c0_g1_i2" 28 24 28 12 14 12
"TRINITY_DN9245_c0_g1_i4" 6 16 20 10 6 8
"TRINITY_DN9268_c1_g1_i1" 7310 10048 6612 6054 3704 3540
"TRINITY_DN9268_c1_g2_i1" 7990 8424 5530 7136 4174 3766
"TRINITY_DN9265_c0_g1_i3" 1204 1650 940 814 552 602
"TRINITY_DN9265_c0_g2_i1" 5346 7074 4166 2780 1966 1912
"TRINITY_DN9249_c2_g1_i2" 6430 7776 5512 4108 1672 1778
"TRINITY_DN9261_c1_g1_i1" 2 6 4 8 0 2
"TRINITY_DN9261_c1_g4_i1" 7490 10156 3874 6386 3716 3748
"TRINITY_DN9261_c1_g6_i1" 0 0 0 0 0 0
"TRINITY_DN9272_c0_g1_i2" 488 538 538 500 350 332
"TRINITY_DN9244_c0_g1_i1" 14 4 14 4 0 0
"TRINITY_DN9244_c0_g1_i2" 138 76 196 18 20 6
"TRINITY_DN9244_c0_g2_i3" 872 1566 1060 1064 572 538
"TRINITY_DN9270_c0_g1_i1" 1378 1502 1594 700 206 294
"TRINITY_DN9211_c0_g1_i2" 332 220 1152 424 244 324
"TRINITY_DN9252_c1_g1_i3" 0 16 6 0 2 6
"TRINITY_DN9252_c1_g1_i4" 56 78 28 12 20 6
"TRINITY_DN9252_c1_g1_i6" 22 24 34 12 8 0
"TRINITY_DN9254_c1_g1_i1" 5704 9002 4746 4394 2374 2186
"TRINITY_DN9212_c1_g1_i1" 30 76 22 22 8 14
"TRINITY_DN9212_c1_g2_i1" 190 98 124 34 22 4
"TRINITY_DN9212_c1_g3_i1" 0 0 0 0 0 0
"TRINITY_DN9212_c1_g4_i2" 1102 2218 706 352 270 230
"TRINITY_DN9212_c1_g4_i3" 614 816 362 152 64 104
"TRINITY_DN9212_c2_g1_i1" 28 46 60 28 20 16
"TRINITY_DN9212_c2_g1_i3" 68 120 76 64 26 18
"TRINITY_DN9212_c2_g1_i4" 172 140 250 34 20 12
"TRINITY_DN9212_c2_g1_i5" 26 28 48 2 2 0
"TRINITY_DN9212_c2_g2_i1" 0 0 6 2 0 0
"TRINITY_DN9290_c1_g1_i2" 74 58 70 30 16 18
"TRINITY_DN9290_c1_g1_i3" 64 64 36 14 6 8
"TRINITY_DN9225_c0_g1_i1" 258 404 232 294 134 126
"TRINITY_DN9225_c0_g3_i2" 72 62 54 68 22 10
"TRINITY_DN9225_c0_g3_i3" 4 44 2 20 4 0
"TRINITY_DN9225_c0_g4_i1" 42 86 24 36 14 12
"TRINITY_DN9202_c1_g1_i1" 268 644 268 472 266 278
"TRINITY_DN9202_c2_g1_i1" 8626 10918 6558 6230 3188 3628
"TRINITY_DN9257_c1_g1_i2" 1872 1898 2190 1076 670 634
"TRINITY_DN9218_c1_g1_i1" 12340 13456 10224 10606 7370 6922
"TRINITY_DN9217_c1_g1_i1" 894 1506 632 574 390 378
"TRINITY_DN9217_c1_g2_i2" 3576 2914 4348 2378 1116 1202
"TRINITY_DN9217_c1_g3_i1" 5052 6718 3528 3250 1970 2180
"TRINITY_DN9246_c1_g1_i2" 72 70 120 192 122 96
"TRINITY_DN9246_c1_g2_i1" 6 2 12 28 12 10
"TRINITY_DN9246_c1_g5_i1" 16 12 8 68 12 24
"TRINITY_DN9246_c1_g5_i2" 0 4 0 2 4 4
"TRINITY_DN9246_c1_g6_i1" 4 6 40 0 0 0
"TRINITY_DN9246_c1_g9_i2" 292 406 196 410 204 206
"TRINITY_DN9246_c1_g12_i1" 2 2 2 2 0 0
"TRINITY_DN9246_c1_g14_i1" 34 16 48 186 48 150
"TRINITY_DN9246_c1_g14_i2" 202 236 120 336 128 156
"TRINITY_DN9246_c1_g15_i1" 80 62 128 152 102 96
"TRINITY_DN9246_c1_g15_i2" 0 6 22 4 2 2
"TRINITY_DN9246_c1_g16_i1" 136 100 222 236 116 132
"TRINITY_DN9274_c1_g1_i1" 14320 16022 11458 14644 8812 8380
"TRINITY_DN9221_c0_g1_i2" 398 366 642 136 52 70
"TRINITY_DN9221_c0_g1_i3" 12 6 6 4 4 4
"TRINITY_DN9221_c0_g3_i1" 0 4 0 0 0 0
"TRINITY_DN9221_c1_g1_i1" 0 16 6 0 0 2
"TRINITY_DN9298_c1_g1_i1" 8586 11150 5394 7388 3994 4200
"TRINITY_DN9250_c2_g1_i1" 5454 5694 6740 4614 3274 3382
"TRINITY_DN9224_c1_g1_i1" 3944 5998 4480 3130 1484 1502
"TRINITY_DN9279_c1_g1_i1" 2174 3518 4048 428 236 168
"TRINITY_DN9263_c0_g1_i1" 1064 1114 1032 420 170 252
"TRINITY_DN9238_c0_g1_i3" 22 8 46 0 0 2
"TRINITY_DN9238_c0_g1_i4" 26 12 24 2 0 2
"TRINITY_DN9228_c1_g1_i1" 3704 5072 3136 2162 1306 1344
"TRINITY_DN19509_c0_g1_i1" 0 4 6 0 0 0
"TRINITY_DN19567_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN19570_c0_g1_i1" 0 4 8 2 2 0
"TRINITY_DN19580_c0_g1_i1" 6 10 12 2 0 0
"TRINITY_DN19503_c0_g1_i1" 2 2 0 0 0 0
"TRINITY_DN19549_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN19527_c0_g1_i1" 2 0 4 0 0 0
"TRINITY_DN19569_c0_g1_i1" 0 2 2 0 2 2
"TRINITY_DN19545_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN19517_c0_g1_i1" 0 0 2 0 0 4
"TRINITY_DN19574_c0_g1_i1" 4 4 10 0 0 0
"TRINITY_DN19559_c0_g1_i1" 2 4 0 2 0 0
"TRINITY_DN19521_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN19590_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN19581_c0_g1_i1" 2 0 2 0 0 0
"TRINITY_DN19583_c0_g1_i1" 0 0 0 0 2 0
"TRINITY_DN19520_c0_g1_i1" 0 0 0 0 4 0
"TRINITY_DN19519_c0_g1_i1" 0 0 0 0 0 2
"TRINITY_DN19540_c0_g1_i1" 0 0 4 0 0 0
"TRINITY_DN19599_c0_g1_i1" 0 20 0 0 0 0
"TRINITY_DN19596_c0_g1_i1" 0 0 0 8 0 0
"TRINITY_DN19564_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN19566_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN19573_c0_g1_i1" 0 0 0 8 0 0
"TRINITY_DN19538_c0_g1_i1" 2 0 0 0 2 0
"TRINITY_DN19501_c0_g1_i1" 10 0 0 18 2 0
"TRINITY_DN19572_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN19518_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN19539_c0_g1_i1" 0 8 0 0 0 0
"TRINITY_DN19555_c0_g1_i1" 2 0 0 2 0 0
"TRINITY_DN19558_c0_g1_i1" 0 0 4 0 0 0
"TRINITY_DN19523_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN19526_c0_g1_i1" 0 0 4 0 0 0
"TRINITY_DN19588_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN19525_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN19513_c0_g1_i1" 0 4 0 0 0 0
"TRINITY_DN19552_c0_g1_i1" 0 8 0 0 0 0
"TRINITY_DN19512_c0_g1_i1" 4 0 0 0 0 2
"TRINITY_DN19561_c0_g1_i1" 0 0 0 2 2 2
"TRINITY_DN19594_c0_g1_i1" 2 0 16 2 0 0
"TRINITY_DN19543_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN19533_c0_g1_i1" 0 2 8 4 0 0
"TRINITY_DN19551_c0_g1_i1" 6 0 0 2 0 2
"TRINITY_DN19515_c0_g1_i1" 0 4 6 2 2 0
"TRINITY_DN19515_c0_g2_i1" 2 2 2 0 0 0
"TRINITY_DN19593_c0_g1_i1" 0 0 0 2 2 0
"TRINITY_DN19528_c0_g1_i1" 2 2 6 2 4 2
"TRINITY_DN19553_c0_g1_i1" 6 4 2 0 2 0
"TRINITY_DN19534_c0_g1_i1" 4 0 22 6 0 2
"TRINITY_DN19585_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN19537_c0_g1_i1" 6 2 0 0 0 0
"TRINITY_DN19500_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN19541_c0_g1_i1" 0 0 4 4 0 0
"TRINITY_DN19524_c0_g1_i1" 2 4 0 4 2 0
"TRINITY_DN19511_c0_g1_i1" 0 0 0 0 2 0
"TRINITY_DN19579_c0_g1_i1" 6 0 0 0 0 0
"TRINITY_DN19507_c0_g1_i1" 8 10 2 8 4 4
"TRINITY_DN19514_c0_g1_i1" 0 0 0 4 0 0
"TRINITY_DN19591_c0_g1_i1" 6 4 0 0 2 0
"TRINITY_DN19502_c0_g1_i1" 0 12 2 0 0 0
"TRINITY_DN19563_c0_g1_i1" 6 0 0 0 0 0
"TRINITY_DN19542_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN19508_c0_g1_i1" 0 4 0 0 0 0
"TRINITY_DN19578_c0_g1_i1" 10 0 2 2 2 0
"TRINITY_DN19532_c0_g1_i1" 22 0 0 0 0 0
"TRINITY_DN19584_c0_g1_i1" 4 18 2 2 0 0
"TRINITY_DN19560_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN19592_c0_g1_i1" 2 0 2 6 0 2
"TRINITY_DN19546_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN19530_c0_g1_i1" 6 0 6 0 0 0
"TRINITY_DN19544_c0_g1_i1" 0 2 6 0 0 0
"TRINITY_DN19568_c0_g1_i1" 0 0 2 2 0 0
"TRINITY_DN19548_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN19536_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN19598_c0_g1_i1" 2 0 6 0 0 0
"TRINITY_DN19575_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN19516_c0_g1_i1" 2 8 6 0 0 0
"TRINITY_DN19565_c0_g1_i1" 2 10 6 4 8 0
"TRINITY_DN19505_c0_g1_i1" 2 0 0 2 0 0
"TRINITY_DN19510_c0_g1_i1" 0 0 14 4 0 2
"TRINITY_DN19586_c0_g1_i1" 2 0 0 2 0 0
"TRINITY_DN19557_c0_g1_i1" 2 0 6 0 0 0
"TRINITY_DN19550_c0_g1_i1" 0 0 4 0 0 0
"TRINITY_DN19562_c0_g1_i1" 0 0 0 0 2 0
"TRINITY_DN19595_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN19556_c0_g1_i1" 4 0 4 2 0 0
"TRINITY_DN19571_c0_g1_i1" 0 10 0 0 0 0
"TRINITY_DN19506_c0_g1_i1" 0 4 0 0 0 0
"TRINITY_DN19582_c0_g1_i1" 0 4 0 0 0 0
"TRINITY_DN19522_c0_g1_i1" 2 2 14 0 0 0
"TRINITY_DN19554_c0_g1_i1" 18 42 50 10 6 0
"TRINITY_DN19577_c0_g1_i1" 0 0 0 12 2 2
"TRINITY_DN19535_c0_g1_i1" 2 0 2 0 0 0
"TRINITY_DN19587_c0_g1_i1" 0 0 8 0 0 0
"TRINITY_DN19504_c0_g1_i1" 4 0 0 0 2 0
"TRINITY_DN19597_c0_g1_i1" 2 0 6 4 0 2
"TRINITY_DN19547_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN19576_c0_g1_i1" 14 8 6 40 6 8
"TRINITY_DN19589_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN19529_c0_g1_i1" 4 8 8 2 0 0
"TRINITY_DN19529_c0_g2_i1" 0 0 0 0 0 0
"TRINITY_DN20082_c0_g1_i1" 6 6 2 0 0 0
"TRINITY_DN20067_c0_g1_i1" 0 2 4 2 0 0
"TRINITY_DN20077_c0_g1_i1" 0 4 0 0 2 0
"TRINITY_DN20018_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20051_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN20027_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN20061_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN20012_c0_g1_i1" 0 0 2 2 0 0
"TRINITY_DN20043_c0_g1_i1" 0 6 0 0 0 0
"TRINITY_DN20063_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN20091_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN20088_c0_g1_i1" 0 2 0 2 0 0
"TRINITY_DN20010_c0_g1_i1" 0 8 0 0 0 0
"TRINITY_DN20046_c0_g1_i1" 0 4 0 0 0 0
"TRINITY_DN20034_c0_g1_i1" 0 2 0 0 2 0
"TRINITY_DN20057_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN20004_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN20040_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN20008_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN20021_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20028_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20049_c0_g1_i1" 0 2 4 2 0 0
"TRINITY_DN20037_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN20058_c0_g1_i1" 18 0 2 6 0 0
"TRINITY_DN20096_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN20056_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN20089_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN20019_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN20025_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN20044_c0_g1_i1" 2 2 0 0 0 0
"TRINITY_DN20073_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN20080_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN20011_c0_g1_i1" 0 6 0 0 0 0
"TRINITY_DN20015_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN20009_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN20083_c0_g1_i1" 0 12 0 0 0 0
"TRINITY_DN20045_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20031_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20070_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN20060_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN20079_c0_g1_i1" 6 0 0 0 0 0
"TRINITY_DN20050_c0_g1_i1" 0 0 4 0 0 0
"TRINITY_DN20095_c0_g1_i1" 2 2 0 0 0 0
"TRINITY_DN20014_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20053_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20038_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN20097_c0_g1_i1" 0 4 0 0 0 2
"TRINITY_DN20030_c0_g1_i1" 0 4 0 0 0 0
"TRINITY_DN20054_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20022_c0_g1_i1" 2 6 0 0 0 0
"TRINITY_DN20069_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN20068_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN20036_c0_g1_i1" 0 0 0 0 0 2
"TRINITY_DN20003_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN20071_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN20002_c0_g1_i1" 0 0 0 6 2 0
"TRINITY_DN20041_c0_g1_i1" 0 0 0 6 0 0
"TRINITY_DN20013_c0_g1_i1" 2 4 0 0 0 0
"TRINITY_DN20059_c0_g1_i1" 0 0 0 0 2 0
"TRINITY_DN20001_c0_g1_i1" 0 0 0 0 2 2
"TRINITY_DN20024_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN20062_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN20093_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN20098_c0_g1_i1" 4 2 8 4 0 2
"TRINITY_DN20048_c0_g1_i1" 0 0 2 2 0 0
"TRINITY_DN20032_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN20042_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN20052_c0_g1_i1" 0 2 0 2 0 0
"TRINITY_DN20086_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN20035_c0_g1_i1" 0 0 0 4 0 0
"TRINITY_DN20006_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20081_c0_g1_i1" 12 12 6 6 2 0
"TRINITY_DN20078_c0_g1_i1" 10 0 12 8 0 4
"TRINITY_DN20066_c0_g1_i1" 0 0 4 0 0 0
"TRINITY_DN20084_c0_g1_i1" 2 0 18 2 0 2
"TRINITY_DN20039_c0_g1_i1" 10 0 2 0 0 0
"TRINITY_DN20023_c0_g1_i1" 6 16 0 0 0 0
"TRINITY_DN20033_c0_g1_i1" 2 0 0 0 0 4
"TRINITY_DN20020_c0_g1_i1" 4 4 0 0 0 0
"TRINITY_DN20092_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN20005_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20072_c0_g1_i1" 2 0 0 2 0 0
"TRINITY_DN20016_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN20076_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN20000_c0_g1_i1" 0 10 6 0 0 0
"TRINITY_DN20094_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN20090_c0_g1_i1" 0 0 4 0 0 0
"TRINITY_DN20017_c0_g1_i1" 6 0 2 0 0 0
"TRINITY_DN20099_c0_g1_i1" 2 0 0 0 0 2
"TRINITY_DN20055_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN20047_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN20085_c0_g1_i1" 2 0 0 0 0 2
"TRINITY_DN20064_c0_g1_i1" 0 2 2 0 0 2
"TRINITY_DN20026_c0_g1_i1" 0 4 0 0 0 0
"TRINITY_DN20065_c0_g1_i1" 6 0 0 0 0 0
"TRINITY_DN20075_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN17952_c0_g1_i1" 0 4 0 2 0 0
"TRINITY_DN17983_c0_g1_i1" 0 0 0 4 0 0
"TRINITY_DN17928_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN17907_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN17976_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN17967_c0_g1_i1" 2 0 8 2 0 0
"TRINITY_DN17942_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN17970_c0_g1_i1" 0 8 0 0 0 0
"TRINITY_DN17970_c1_g1_i1" 0 0 0 0 0 0
"TRINITY_DN17909_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN17974_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN17944_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN17997_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN17940_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN17924_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN17985_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN17934_c0_g1_i1" 14 0 0 0 0 0
"TRINITY_DN17977_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN17960_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN17941_c0_g1_i1" 0 2 2 0 0 0
"TRINITY_DN17971_c0_g1_i1" 0 4 8 2 0 0
"TRINITY_DN17982_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN17904_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN17938_c0_g1_i1" 2 0 0 2 0 0
"TRINITY_DN17951_c0_g1_i1" 0 2 4 4 0 2
"TRINITY_DN17936_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN17943_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN17910_c0_g1_i1" 2 0 0 2 0 0
"TRINITY_DN17902_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN17920_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN17913_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN17987_c0_g1_i1" 2 2 2 0 0 0
"TRINITY_DN17933_c0_g1_i1" 6 0 0 0 0 0
"TRINITY_DN17990_c0_g1_i1" 0 2 2 0 0 0
"TRINITY_DN17922_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN17972_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN17946_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN17992_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN17903_c0_g1_i1" 0 0 6 0 0 0
"TRINITY_DN17954_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN17980_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN17937_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN17917_c0_g1_i1" 0 0 4 0 0 0
"TRINITY_DN17932_c0_g1_i1" 2 0 0 0 2 0
"TRINITY_DN17968_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN17984_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN17973_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN17919_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN17912_c0_g1_i1" 2 2 0 0 0 0
"TRINITY_DN17961_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN17969_c0_g1_i1" 0 6 2 2 0 0
"TRINITY_DN17900_c0_g1_i1" 0 2 0 2 0 0
"TRINITY_DN17949_c0_g1_i1" 0 0 6 0 0 0
"TRINITY_DN17931_c0_g1_i1" 0 4 0 0 0 0
"TRINITY_DN17935_c0_g1_i1" 0 4 0 0 0 0
"TRINITY_DN17950_c0_g1_i1" 0 0 0 2 2 0
"TRINITY_DN17926_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN17998_c0_g1_i1" 2 4 0 0 0 0
"TRINITY_DN17979_c0_g1_i1" 0 0 0 0 2 0
"TRINITY_DN17989_c0_g1_i1" 4 4 0 2 0 0
"TRINITY_DN17958_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN17918_c0_g1_i1" 0 4 0 0 0 0
"TRINITY_DN17986_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN17945_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN17923_c0_g1_i1" 2 6 2 4 2 0
"TRINITY_DN17915_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN17906_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN17956_c0_g1_i1" 0 0 0 0 2 0
